#step,index
0,0.530756
1,0.531647
2,0.531647
3,0.531647
4,0.531647
5,0.531647
6,0.531647
7,0.531647
8,0.531647
9,0.531647
10,0.531647
11,0.531647
12,0.531647
13,0.531647
14,0.531647
15,0.531647
16,0.531647
17,0.531647
18,0.531647
19,0.531647
20,0.531647
21,0.530756
22,0.530756
23,0.530756
24,0.530756
25,0.530756
26,0.530756
27,0.530756
28,0.530756
29,0.530756
30,0.530756
31,0.530756
32,0.530756
33,0.530756
34,0.530756
35,0.530756
36,0.530756
37,0.530756
38,0.530756
39,0.530756
40,0.530756
41,0.530756
42,0.530756
43,0.530756
44,0.530756
45,0.530756
46,0.530756
47,0.530756
48,0.530756
49,0.530756
50,0.530756
51,0.530756
52,0.530756
53,0.530756
54,0.530756
55,0.530756
56,0.530756
57,0.530756
58,0.530756
59,0.530756
60,0.530756
61,0.530756
62,0.530756
63,0.530756
64,0.530756
65,0.530756
66,0.530756
67,0.530756
68,0.530756
69,0.530756
70,0.530756
71,0.530756
72,0.530756
73,0.530756
74,0.530756
75,0.530756
76,0.530756
77,0.530756
78,0.530756
79,0.530756
80,0.530756
81,0.530756
82,0.530756
83,0.530756
84,0.530756
85,0.530756
86,0.530756
87,0.530756
88,0.530756
89,0.530756
90,0.530756
91,0.530756
92,0.530756
93,0.530756
94,0.702975
95,0.702975
96,0.702975
97,0.564135
98,0.656551
99,0.656551
100,0.656551
101,0.656551
102,0.656551
103,0.656551
104,0.656551
105,0.656551
106,0.656551
107,0.656551
108,0.656551
109,0.656551
110,0.656551
111,0.656551
112,0.656551
113,0.656551
114,0.656551
115,0.656551
116,0.656551
117,0.656551
118,0.656551
119,0.656551
120,0.656551
121,0.656551
122,0.656551
123,0.656551
124,0.656551
125,0.656551
126,0.656551
127,0.656551
128,0.656551
129,0.656551
130,0.656551
131,0.656551
132,0.656551
133,0.656551
134,0.656551
135,0.656551
136,0.656551
137,0.656551
138,0.656551
139,0.656551
140,0.656551
141,0.656551
142,0.656551
143,0.656551
144,0.656551
145,0.656551
146,0.656551
147,0.656551
148,0.656551
149,0.656551
150,0.656551
151,0.656551
152,0.656551
153,0.656551
154,0.656551
155,0.656551
156,0.656551
157,0.656551
158,0.656551
159,0.656551
160,0.656551
161,0.656551
162,0.656551
163,0.656551
164,0.656551
165,0.656551
166,0.656551
167,0.656551
168,0.656551
169,0.656551
170,0.656551
171,0.656551
172,0.656551
173,0.656551
174,0.656551
175,0.656551
176,0.656551
177,0.656551
178,0.656551
179,0.656551
180,0.656551
181,0.656551
182,0.656551
183,0.656551
184,0.656551
185,0.656551
186,0.656551
187,0.656551
188,0.656551
189,0.656551
190,0.656551
191,0.656551
192,0.656551
193,0.656551
194,0.656551
195,0.656551
196,0.656551
197,0.656551
198,0.656551
199,0.656551
200,0.656551
201,0.656551
202,0.656551
203,0.656551
204,0.656551
205,0.656551
206,0.656551
207,0.656551
208,0.656551
209,0.656551
210,0.656551
211,0.656551
212,0.656551
213,0.656551
214,0.656551
215,0.656551
216,0.656551
217,0.656551
218,0.656551
219,0.656551
220,0.656551
221,0.656551
222,0.656551
223,0.656551
224,0.656551
225,0.656551
226,0.656551
227,0.656551
228,0.656551
229,0.656551
230,0.656551
231,0.656551
232,0.656551
233,0.656551
234,0.656551
235,0.656551
236,0.656551
237,0.656551
238,0.656551
239,0.656551
240,0.656551
241,0.656551
242,0.656551
243,0.656551
244,0.656551
245,0.656551
246,0.656551
247,0.656551
248,0.656551
249,0.656551
250,0.656551
251,0.656551
252,0.656551
253,0.656551
254,0.656551
255,0.656551
256,0.656551
257,0.656551
258,0.656551
259,0.656551
260,0.656551
261,0.656551
262,0.656551
263,0.656551
264,0.656551
265,0.656551
266,0.656551
267,0.656551
268,0.656551
269,0.656551
270,0.656551
271,0.656551
272,0.656551
273,0.656551
274,0.656551
275,0.656551
276,0.656551
277,0.656551
278,0.656551
279,0.656551
280,0.656551
281,0.656551
282,0.656551
283,0.656551
284,0.656551
285,0.656551
286,0.656551
287,0.656551
288,0.656551
289,0.656551
290,0.656551
291,0.656551
292,0.656551
293,0.656551
294,0.656551
295,0.656551
296,0.656551
297,0.656551
298,0.656551
299,0.656551
300,0.656551
301,0.656551
302,0.656551
303,0.656551
304,0.656551
305,0.656551
306,0.656551
307,0.656551
308,0.656551
309,0.656551
310,0.656551
311,0.656551
312,0.656551
313,0.656551
314,0.656551
315,0.656551
316,0.656551
317,0.656551
318,0.656551
319,0.656551
320,0.656551
321,0.656551
322,0.656551
323,0.656551
324,0.656551
325,0.656551
326,0.656551
327,0.656551
328,0.656551
329,0.656551
330,0.656551
331,0.656551
332,0.656551
333,0.656551
334,0.656551
335,0.656551
336,0.656551
337,0.656551
338,0.656551
339,0.656551
340,0.656551
341,0.656551
342,0.656551
343,0.656551
344,0.656551
345,0.656551
346,0.656551
347,0.656551
348,0.656551
349,0.656551
350,0.656551
351,0.656551
352,0.656551
353,0.656551
354,0.656551
355,0.656551
356,0.656551
357,0.656551
358,0.656551
359,0.656551
360,0.656551
361,0.656551
362,0.656551
363,0.656551
364,0.656551
365,0.656551
366,0.656551
367,0.656551
368,0.656551
369,0.656551
370,0.656551
371,0.656551
372,0.656551
373,0.656551
374,0.656551
375,0.656551
376,0.656551
377,0.656551
378,0.656551
379,0.656551
380,0.656551
381,0.656551
382,0.656551
383,0.656551
384,0.656551
385,0.656551
386,0.656551
387,0.656551
388,0.656551
389,0.656551
390,0.656551
391,0.656551
392,0.656551
393,0.656551
394,0.656551
395,0.656551
396,0.656551
397,0.656551
398,0.656551
399,0.656551
400,0.656551
401,0.656551
402,0.656551
403,0.656551
404,0.656551
405,0.656551
406,0.656551
407,0.656551
408,0.656551
409,0.656551
410,0.656551
411,0.656551
412,0.656551
413,0.656551
414,0.656551
415,0.656551
416,0.656551
417,0.656551
418,0.656551
419,0.656551
420,0.656551
421,0.656551
422,0.656551
423,0.656551
424,0.656551
425,0.656551
426,0.656551
427,0.656551
428,0.656551
429,0.656551
430,0.656551
431,0.656551
432,0.656551
433,0.656551
434,0.656551
435,0.656551
436,0.656551
437,0.656551
438,0.656551
439,0.656551
440,0.541239
441,0.539221
442,0.539221
443,0.538231
444,0.538231
445,0.535335
446,0.536288
447,0.536288
448,0.537253
449,0.537253
450,0.537253
451,0.538231
452,0.544358
453,0.540224
454,0.538231
455,0.538231
456,0.540224
457,0.540224
458,0.540224
459,0.540224
460,0.541239
461,0.541239
462,0.543306
463,0.543306
464,0.543306
465,0.543306
466,0.543306
467,0.540224
468,0.540224
469,0.540224
470,0.539221
471,0.539221
472,0.539221
473,0.539221
474,0.539221
475,0.539221
476,0.539221
477,0.539221
478,0.539221
479,0.539221
480,0.539221
481,0.539221
482,0.539221
483,0.537253
484,0.537253
485,0.537253
486,0.537253
487,0.537253
488,0.536288
489,0.536288
490,0.536288
491,0.536288
492,0.536288
493,0.536288
494,0.536288
495,0.536288
496,0.536288
497,0.536288
498,0.536288
499,0.536288
500,0.536288
501,0.536288
502,0.536288
503,0.536288
504,0.536288
505,0.536288
506,0.536288
507,0.536288
508,0.536288
509,0.536288
510,0.536288
511,0.536288
512,0.536288
513,0.536288
514,0.536288
515,0.536288
516,0.536288
517,0.536288
518,0.536288
519,0.536288
520,0.536288
521,0.536288
522,0.536288
523,0.536288
524,0.536288
525,0.536288
526,0.536288
527,0.536288
528,0.536288
529,0.536288
530,0.536288
531,0.536288
532,0.536288
533,0.536288
534,0.536288
535,0.536288
536,0.536288
537,0.536288
538,0.536288
539,0.536288
540,0.536288
541,0.536288
542,0.536288
543,0.536288
544,0.536288
545,0.536288
546,0.536288
547,0.536288
548,0.536288
549,0.536288
550,0.536288
551,0.536288
552,0.536288
553,0.536288
554,0.536288
555,0.536288
556,0.536288
557,0.536288
558,0.536288
559,0.536288
560,0.536288
561,0.536288
562,0.536288
563,0.536288
564,0.536288
565,0.536288
566,0.536288
567,0.536288
568,0.536288
569,0.536288
570,0.536288
571,0.536288
572,0.536288
573,0.536288
574,0.536288
575,0.536288
576,0.536288
577,0.536288
578,0.536288
579,0.536288
580,0.536288
581,0.536288
582,0.536288
583,0.536288
584,0.536288
585,0.536288
586,0.536288
587,0.536288
588,0.536288
589,0.536288
590,0.536288
591,0.536288
592,0.536288
593,0.536288
594,0.536288
595,0.536288
596,0.536288
597,0.536288
598,0.536288
599,0.536288
600,0.536288
601,0.536288
602,0.536288
603,0.536288
604,0.536288
605,0.536288
606,0.536288
607,0.536288
608,0.536288
609,0.536288
610,0.536288
611,0.536288
612,0.536288
613,0.536288
614,0.536288
615,0.536288
616,0.536288
617,0.536288
618,0.536288
619,0.536288
620,0.536288
621,0.536288
622,0.536288
623,0.536288
624,0.536288
625,0.536288
626,0.536288
627,0.536288
628,0.536288
629,0.536288
630,0.536288
631,0.536288
632,0.536288
633,0.536288
634,0.536288
635,0.536288
636,0.535335
637,0.535335
638,0.535335
639,0.535335
640,0.535335
641,0.535335
642,0.535335
643,0.535335
644,0.535335
645,0.535335
646,0.535335
647,0.535335
648,0.535335
649,0.535335
650,0.535335
651,0.535335
652,0.535335
653,0.535335
654,0.535335
655,0.535335
656,0.535335
657,0.535335
658,0.535335
659,0.535335
660,0.535335
661,0.535335
662,0.535335
663,0.535335
664,0.535335
665,0.535335
666,0.535335
667,0.535335
668,0.536288
669,0.536288
670,0.536288
671,0.536288
672,0.536288
673,0.536288
674,0.536288
675,0.536288
676,0.535335
677,0.535335
678,0.535335
679,0.535335
680,0.535335
681,0.535335
682,0.535335
683,0.535335
684,0.535335
685,0.535335
686,0.535335
687,0.535335
688,0.535335
689,0.535335
690,0.535335
691,0.535335
692,0.535335
693,0.535335
694,0.535335
695,0.535335
696,0.535335
697,0.535335
698,0.535335
699,0.535335
700,0.535335
701,0.535335
702,0.535335
703,0.535335
704,0.535335
705,0.535335
706,0.535335
707,0.535335
708,0.535335
709,0.535335
710,0.535335
711,0.535335
712,0.535335
713,0.535335
714,0.535335
715,0.535335
716,0.535335
717,0.535335
718,0.535335
719,0.535335
720,0.535335
721,0.535335
722,0.535335
723,0.535335
724,0.535335
725,0.535335
726,0.535335
727,0.535335
728,0.535335
729,0.535335
730,0.535335
731,0.535335
732,0.535335
733,0.535335
734,0.535335
735,0.535335
736,0.535335
737,0.535335
738,0.535335
739,0.535335
740,0.535335
741,0.535335
