#MPA, Kmeans, Cmeans
0.0877972,0.738751,0.736711
#MPA, Kmeans, Cmeans
0.0398429,0.739465,0.704877
#MPA, Kmeans, Cmeans
0.0877972,0.738751,0.715029
#MPA, Kmeans, Cmeans
0.0398429,0.621722,0.717019
#MPA, Kmeans, Cmeans
0.0398429,0.738037,0.721916
#MPA, Kmeans, Cmeans
0.0877972,0.735078,0.726661
#MPA, Kmeans, Cmeans
0.0398429,0.738751,0.734568
#MPA, Kmeans, Cmeans
0.0877972,0.612846,0.730691
#MPA, Kmeans, Cmeans
0.0877972,0.738292,0.718651
#MPA, Kmeans, Cmeans
0.0877972,0.738751,0.735078
