#MPA, Kmeans, Cmeans
0.621102,0.742598,0.740239
#MPA, Kmeans, Cmeans
0.626081,0.641235,0.795703
#MPA, Kmeans, Cmeans
0.57564,0.733994,0.666696
#MPA, Kmeans, Cmeans
0.613896,0.745829,0.816665
#MPA, Kmeans, Cmeans
0.629051,0.726701,0.809197
#MPA, Kmeans, Cmeans
0.652109,0.712115,0.829985
#MPA, Kmeans, Cmeans
0.613853,0.686523,0.702332
#MPA, Kmeans, Cmeans
0.590707,0.733994,0.839811
#MPA, Kmeans, Cmeans
0.636562,0.812385,0.778496
#MPA, Kmeans, Cmeans
0.611101,0.695257,0.820508
