#MPA, Kmeans, Cmeans
0.474018,0.488829,0.504319
#MPA, Kmeans, Cmeans
0.401128,0.482472,0.504319
#MPA, Kmeans, Cmeans
0.407703,0.481671,0.504319
#MPA, Kmeans, Cmeans
0.459613,0.504319,0.504319
#MPA, Kmeans, Cmeans
0.468475,0.482472,0.504319
#MPA, Kmeans, Cmeans
0.334466,0.481671,0.488829
#MPA, Kmeans, Cmeans
0.475039,0.504319,0.483659
#MPA, Kmeans, Cmeans
0.430267,0.421214,0.488829
#MPA, Kmeans, Cmeans
0.226532,0.472592,0.482472
#MPA, Kmeans, Cmeans
0.455874,0.484077,0.150663
