#MPA, Kmeans, Cmeans
0.265851,0.693958,0.7148
#MPA, Kmeans, Cmeans
0.30613,0.697995,0.717037
#MPA, Kmeans, Cmeans
0.291738,0.68277,0.729323
#MPA, Kmeans, Cmeans
0.282436,0.736475,0.729323
#MPA, Kmeans, Cmeans
0.265851,0.6718,0.663332
#MPA, Kmeans, Cmeans
0.43232,0.706419,0.726559
#MPA, Kmeans, Cmeans
0.570269,0.630556,0.650169
#MPA, Kmeans, Cmeans
0.265851,0.72827,0.724628
#MPA, Kmeans, Cmeans
0.274099,0.6589,0.712913
#MPA, Kmeans, Cmeans
0.335088,0.722698,0.702909
