#MPA, Kmeans, Cmeans
227.261,150.054,149.44
#MPA, Kmeans, Cmeans
227.287,143.783,146.429
#MPA, Kmeans, Cmeans
228.992,136.887,149.075
#MPA, Kmeans, Cmeans
224.366,137.201,172.236
#MPA, Kmeans, Cmeans
228.176,134.544,143.04
#MPA, Kmeans, Cmeans
228.74,134.544,148.461
#MPA, Kmeans, Cmeans
226.748,157.172,164.161
#MPA, Kmeans, Cmeans
229.265,136.941,163.114
#MPA, Kmeans, Cmeans
225.786,134.544,148.544
#MPA, Kmeans, Cmeans
228.58,137.032,215.937
