#MPA, Kmeans, Cmeans
0.486111,0.481096,0.486111
#MPA, Kmeans, Cmeans
0.486111,0.486111,0.475309
#MPA, Kmeans, Cmeans
0.486111,0.481096,0.486111
#MPA, Kmeans, Cmeans
0.486111,0.475309,0.475309
#MPA, Kmeans, Cmeans
0.486111,0.496528,0.486111
#MPA, Kmeans, Cmeans
0.475309,0.486111,0.486111
#MPA, Kmeans, Cmeans
0.475309,0.486111,0.493827
#MPA, Kmeans, Cmeans
0.486111,0.486111,0.493827
#MPA, Kmeans, Cmeans
0.486111,0.486111,0.496528
#MPA, Kmeans, Cmeans
0.486111,0.486111,0.475309
