#MPA, Kmeans, Cmeans
0.4616,0.631111,0.643911
#MPA, Kmeans, Cmeans
0.4616,0.666311,0.655911
#MPA, Kmeans, Cmeans
0.4616,0.666311,0.651644
#MPA, Kmeans, Cmeans
0.457511,0.640978,0.640978
#MPA, Kmeans, Cmeans
0.4616,0.489244,0.327911
#MPA, Kmeans, Cmeans
0.4616,0.523378,0.655911
#MPA, Kmeans, Cmeans
0.457511,0.497778,0.655911
#MPA, Kmeans, Cmeans
0.4616,0.631111,0.655911
#MPA, Kmeans, Cmeans
0.4616,0.484978,0.523378
#MPA, Kmeans, Cmeans
0.4616,0.634578,0.643911
