#MPA, Kmeans, Cmeans
0.00930212,0.750022,0.818718
#MPA, Kmeans, Cmeans
0.0894838,0.755874,0.809154
#MPA, Kmeans, Cmeans
0.0547209,0.705782,0.8392
#MPA, Kmeans, Cmeans
0.0277317,0.804306,0.821993
#MPA, Kmeans, Cmeans
0.00930212,0.736265,0.716919
#MPA, Kmeans, Cmeans
0.34741,0.800856,0.833304
#MPA, Kmeans, Cmeans
0.384269,0.656346,0.701721
#MPA, Kmeans, Cmeans
0.00930212,0.829155,0.797581
#MPA, Kmeans, Cmeans
0.0185606,0.682461,0.819984
#MPA, Kmeans, Cmeans
0.162591,0.800463,0.787667
