#MPA, Kmeans, Cmeans
0.66184,0.721118,0.73551
#MPA, Kmeans, Cmeans
0.71537,0.731429,0.729147
#MPA, Kmeans, Cmeans
0.675661,0.677724,0.700013
#MPA, Kmeans, Cmeans
0.642183,0.667676,0.718749
#MPA, Kmeans, Cmeans
0.657014,0.671318,0.70541
#MPA, Kmeans, Cmeans
0.67474,0.682945,0.705454
#MPA, Kmeans, Cmeans
0.709008,0.721162,0.723268
#MPA, Kmeans, Cmeans
0.683515,0.662498,0.732482
#MPA, Kmeans, Cmeans
0.64271,0.736519,0.719231
#MPA, Kmeans, Cmeans
0.650169,0.662498,0.677066
