#MPA, Kmeans, Cmeans
0.566136,0.50617,0.507451
#MPA, Kmeans, Cmeans
0.564884,0.482472,0.504319
#MPA, Kmeans, Cmeans
0.564884,0.482472,0.506163
#MPA, Kmeans, Cmeans
0.565114,0.506986,0.506131
#MPA, Kmeans, Cmeans
0.564884,0.512348,-0.0435474
#MPA, Kmeans, Cmeans
0.564884,0.497668,0.504319
#MPA, Kmeans, Cmeans
0.565114,0.504001,0.504319
#MPA, Kmeans, Cmeans
0.564884,0.50617,0.504319
#MPA, Kmeans, Cmeans
0.564884,0.512514,0.497668
#MPA, Kmeans, Cmeans
0.564884,0.506819,0.507451
