#MPA, Kmeans, Cmeans
0.433826,0.427278,0.481652
#MPA, Kmeans, Cmeans
0.416159,0.433826,0.452704
#MPA, Kmeans, Cmeans
0.414713,0.450518,0.441276
#MPA, Kmeans, Cmeans
0.416159,0.443661,0.21312
#MPA, Kmeans, Cmeans
0.435099,0.443661,0.440065
#MPA, Kmeans, Cmeans
0.419013,0.448281,0.495983
#MPA, Kmeans, Cmeans
0.449406,0.451617,0.447145
#MPA, Kmeans, Cmeans
0.417592,0.452704,0.452704
#MPA, Kmeans, Cmeans
0.421817,0.420421,0.440065
#MPA, Kmeans, Cmeans
0.435099,0.445996,0.440065
