#MPA, Kmeans, Cmeans
0.499987,0.499882,0.499356
#MPA, Kmeans, Cmeans
0.499987,0.497778,0.499987
#MPA, Kmeans, Cmeans
0.499987,0.498409,0.499882
#MPA, Kmeans, Cmeans
0.499987,0.499882,0.498409
#MPA, Kmeans, Cmeans
0.499987,0.470953,0.481999
#MPA, Kmeans, Cmeans
0.499987,0.495253,0.499882
#MPA, Kmeans, Cmeans
0.499987,0.48,0.349454
#MPA, Kmeans, Cmeans
0.499987,0.470953,0.499987
#MPA, Kmeans, Cmeans
0.499987,0.498935,0.499356
#MPA, Kmeans, Cmeans
0.499987,0.495253,0.487364
