#MPA, Kmeans, Cmeans
0.857919,0.953777,0.953777
#MPA, Kmeans, Cmeans
0.731222,0.953777,0.953777
#MPA, Kmeans, Cmeans
0.838148,0.953777,0.965124
#MPA, Kmeans, Cmeans
0.857919,0.953777,0.953777
#MPA, Kmeans, Cmeans
0.782179,0.953777,0.953777
#MPA, Kmeans, Cmeans
0.89913,0.953777,0.953777
#MPA, Kmeans, Cmeans
0.878246,0.953777,0.953777
#MPA, Kmeans, Cmeans
0.920571,0.97661,0.953777
#MPA, Kmeans, Cmeans
0.857919,0.953777,0.965124
#MPA, Kmeans, Cmeans
0.89913,0.953777,0.953777
