#MPA, Kmeans, Cmeans
0.485685,0.931823,0.962039
#MPA, Kmeans, Cmeans
0.91792,0.931823,0.933917
#MPA, Kmeans, Cmeans
0.615502,0.931823,0.962039
#MPA, Kmeans, Cmeans
0.642862,0.93487,0.962039
#MPA, Kmeans, Cmeans
0.709135,0.955056,0.962039
#MPA, Kmeans, Cmeans
0.709135,0.925094,0.962039
#MPA, Kmeans, Cmeans
0.633784,0.93487,0.962039
#MPA, Kmeans, Cmeans
0.713197,0.93487,0.947375
#MPA, Kmeans, Cmeans
0.688059,0.92649,0.962039
#MPA, Kmeans, Cmeans
0.686282,0.912017,0.954294
