#MPA, Kmeans, Cmeans
0.834571,0.798236,0.849375
#MPA, Kmeans, Cmeans
0.834047,0.783562,0.824876
#MPA, Kmeans, Cmeans
0.834833,0.808848,0.822386
#MPA, Kmeans, Cmeans
0.834833,0.826186,0.770984
#MPA, Kmeans, Cmeans
0.856756,0.821731,0.810901
#MPA, Kmeans, Cmeans
0.83361,0.76356,0.761551
#MPA, Kmeans, Cmeans
0.84658,0.824395,0.765875
#MPA, Kmeans, Cmeans
0.834571,0.731723,0.792122
#MPA, Kmeans, Cmeans
0.834833,0.717006,0.833217
#MPA, Kmeans, Cmeans
0.855053,0.807232,0.813302
