#MPA, Kmeans, Cmeans
97.5014,84.0973,71.4153
#MPA, Kmeans, Cmeans
96.2111,83.0998,83.8273
#MPA, Kmeans, Cmeans
95.8054,79.7569,70.1711
#MPA, Kmeans, Cmeans
95.7473,79.0682,82.7101
#MPA, Kmeans, Cmeans
97.493,85.3314,90.23
#MPA, Kmeans, Cmeans
96.0775,80.1679,82.5457
#MPA, Kmeans, Cmeans
95.7473,83.9371,81.6233
#MPA, Kmeans, Cmeans
97.1714,67.0244,80.0254
#MPA, Kmeans, Cmeans
96.0775,79.1905,76.9021
#MPA, Kmeans, Cmeans
96.1047,84.6991,79.1843
