#MPA, Kmeans, Cmeans
125.938,295.112,307.107
#MPA, Kmeans, Cmeans
109.895,268.065,308.18
#MPA, Kmeans, Cmeans
122.889,264.663,145.234
#MPA, Kmeans, Cmeans
115.44,295.112,307.016
#MPA, Kmeans, Cmeans
118.406,266.6,306.857
#MPA, Kmeans, Cmeans
106.169,234.07,251.324
#MPA, Kmeans, Cmeans
108.62,295.112,307.109
#MPA, Kmeans, Cmeans
112.215,112.399,303.218
#MPA, Kmeans, Cmeans
126.8,179.334,102.077
#MPA, Kmeans, Cmeans
127.543,178.566,306.833
