#MPA, Kmeans, Cmeans
0.395282,0.38108,0.384969
#MPA, Kmeans, Cmeans
0.385827,0.384549,0.382815
#MPA, Kmeans, Cmeans
0.395529,0.385061,0.384585
#MPA, Kmeans, Cmeans
0.393796,0.382016,0.384585
#MPA, Kmeans, Cmeans
0.384998,0.37688,0.384969
#MPA, Kmeans, Cmeans
0.386059,0.384549,0.284727
#MPA, Kmeans, Cmeans
0.394116,0.382016,0.323552
#MPA, Kmeans, Cmeans
0.392781,0.384549,0.383618
#MPA, Kmeans, Cmeans
0.394629,0.384549,0.384998
#MPA, Kmeans, Cmeans
0.381885,0.36705,0.383618
