#MPA, Kmeans, Cmeans
0.836518,0.860034,0.872088
#MPA, Kmeans, Cmeans
0.87819,0.866036,0.857051
#MPA, Kmeans, Cmeans
0.830763,0.854081,0.869056
#MPA, Kmeans, Cmeans
0.839414,0.854081,0.869056
#MPA, Kmeans, Cmeans
0.875133,0.884341,0.872088
#MPA, Kmeans, Cmeans
0.881259,0.866036,0.726058
#MPA, Kmeans, Cmeans
0.845244,0.854081,0.848177
#MPA, Kmeans, Cmeans
0.854081,0.866036,0.860034
#MPA, Kmeans, Cmeans
0.839414,0.866036,0.875133
#MPA, Kmeans, Cmeans
0.869056,0.848177,0.860034
