#MPA, Kmeans, Cmeans
0.541257,0.384549,0.384969
#MPA, Kmeans, Cmeans
0.534256,0.380252,0.393952
#MPA, Kmeans, Cmeans
0.541049,0.489269,0.384969
#MPA, Kmeans, Cmeans
0.547624,0.384549,0.425164
#MPA, Kmeans, Cmeans
0.541257,0.384549,0.384969
#MPA, Kmeans, Cmeans
0.541049,0.385894,0.384969
#MPA, Kmeans, Cmeans
0.512822,0.38578,0.387015
#MPA, Kmeans, Cmeans
0.541257,0.384549,0.384969
#MPA, Kmeans, Cmeans
0.541257,0.384969,0.389638
#MPA, Kmeans, Cmeans
0.541257,0.394891,0.384969
