#MPA, Kmeans, Cmeans
0.78403,1.15008,1.04247
#MPA, Kmeans, Cmeans
0.836214,1.13411,1.06577
#MPA, Kmeans, Cmeans
0.781065,1.01713,1.04735
#MPA, Kmeans, Cmeans
0.810669,1.14685,1.05012
#MPA, Kmeans, Cmeans
0.848479,1.09644,1.04306
#MPA, Kmeans, Cmeans
0.786421,1.13767,1.12167
#MPA, Kmeans, Cmeans
0.792947,1.14685,1.22724
#MPA, Kmeans, Cmeans
0.772347,1.13411,1.0637
#MPA, Kmeans, Cmeans
0.809139,1.13411,1.03985
#MPA, Kmeans, Cmeans
0.818819,1.04483,1.06422
