#MPA, Kmeans, Cmeans
0.535335,0.866036,0.872088
#MPA, Kmeans, Cmeans
0.537253,0.770725,0.845244
#MPA, Kmeans, Cmeans
0.530756,0.529877,0.872088
#MPA, Kmeans, Cmeans
0.534394,0.866036,0.57197
#MPA, Kmeans, Cmeans
0.535335,0.866036,0.872088
#MPA, Kmeans, Cmeans
0.530756,0.860034,0.872088
#MPA, Kmeans, Cmeans
0.534394,0.825058,0.836518
#MPA, Kmeans, Cmeans
0.535335,0.866036,0.872088
#MPA, Kmeans, Cmeans
0.535335,0.872088,0.845244
#MPA, Kmeans, Cmeans
0.535335,0.745414,0.872088
