#MPA, Kmeans, Cmeans
0.0302546,0.215655,0.236734
#MPA, Kmeans, Cmeans
0.0687764,0.025332,0.231324
#MPA, Kmeans, Cmeans
0.0703753,0.224235,0.199777
#MPA, Kmeans, Cmeans
0.0159844,0.114329,0.291366
#MPA, Kmeans, Cmeans
0.0503782,0.141786,0.104337
#MPA, Kmeans, Cmeans
-0.00595523,0.307169,0.323262
#MPA, Kmeans, Cmeans
0.125684,0.160577,0.0619864
#MPA, Kmeans, Cmeans
0.0533201,0.41417,0.28261
#MPA, Kmeans, Cmeans
0.078798,0.247704,0.141027
#MPA, Kmeans, Cmeans
0.0758726,0.222714,0.228829
