#MPA, Kmeans, Cmeans
0.580986,0.649452,0.580986
#MPA, Kmeans, Cmeans
0.580986,0.580986,0.665493
#MPA, Kmeans, Cmeans
0.580986,0.649452,0.580986
#MPA, Kmeans, Cmeans
0.580986,0.665493,0.665493
#MPA, Kmeans, Cmeans
0.580986,0.619718,0.580986
#MPA, Kmeans, Cmeans
0.665493,0.580986,0.580986
#MPA, Kmeans, Cmeans
0.665493,0.580986,0.606025
#MPA, Kmeans, Cmeans
0.580986,0.580986,0.606025
#MPA, Kmeans, Cmeans
0.580986,0.580986,0.593114
#MPA, Kmeans, Cmeans
0.580986,0.580986,0.665493
