#MPA, Kmeans, Cmeans
2.59726,1.31434,1.23795
#MPA, Kmeans, Cmeans
1.34842,1.32461,1.20557
#MPA, Kmeans, Cmeans
1.4742,1.32002,1.207
#MPA, Kmeans, Cmeans
1.9009,1.33981,1.20594
#MPA, Kmeans, Cmeans
1.49396,1.31226,1.20617
#MPA, Kmeans, Cmeans
1.76748,1.32461,1.20225
#MPA, Kmeans, Cmeans
1.77884,1.32461,1.11181
#MPA, Kmeans, Cmeans
2.13952,1.32461,1.20776
#MPA, Kmeans, Cmeans
1.42058,1.32461,1.20681
#MPA, Kmeans, Cmeans
2.00198,1.31226,1.20709
