#MPA, Kmeans, Cmeans
0.763669,0.728054,0.723579
#MPA, Kmeans, Cmeans
0.752662,0.867919,0.873736
#MPA, Kmeans, Cmeans
0.746219,0.716063,0.873736
#MPA, Kmeans, Cmeans
0.752662,0.867919,0.731186
#MPA, Kmeans, Cmeans
0.749351,0.719732,0.873736
#MPA, Kmeans, Cmeans
0.763669,0.723221,0.885906
#MPA, Kmeans, Cmeans
0.752662,0.719821,0.713915
#MPA, Kmeans, Cmeans
0.752662,0.719732,0.873736
#MPA, Kmeans, Cmeans
0.746219,0.715884,0.873736
#MPA, Kmeans, Cmeans
0.752662,0.879732,0.873736
