#MPA, Kmeans, Cmeans
177.224,124.758,149.12
#MPA, Kmeans, Cmeans
165.405,134.967,166.145
#MPA, Kmeans, Cmeans
173.718,134.967,148.244
#MPA, Kmeans, Cmeans
179.747,134.967,161.691
#MPA, Kmeans, Cmeans
173.62,134.967,148.825
#MPA, Kmeans, Cmeans
182.454,134.967,156.388
#MPA, Kmeans, Cmeans
178.213,134.967,125.296
#MPA, Kmeans, Cmeans
177.612,108.842,115.064
#MPA, Kmeans, Cmeans
179.718,134.967,147.087
#MPA, Kmeans, Cmeans
172.275,130.815,149.059
