#MPA, Kmeans, Cmeans
0.597462,0.5318,0.553265
#MPA, Kmeans, Cmeans
0.592916,0.588475,0.57991
#MPA, Kmeans, Cmeans
0.606873,0.5318,0.549881
#MPA, Kmeans, Cmeans
0.606873,0.5318,0.616706
#MPA, Kmeans, Cmeans
0.678351,0.510124,0.503251
#MPA, Kmeans, Cmeans
0.606873,0.64314,0.575786
#MPA, Kmeans, Cmeans
0.606873,0.500397,0.502194
#MPA, Kmeans, Cmeans
0.592916,0.5318,0.497753
#MPA, Kmeans, Cmeans
0.606873,0.66027,0.72424
#MPA, Kmeans, Cmeans
0.592916,0.5318,0.5318
