#MPA, Kmeans, Cmeans
2.26196,2.1973,1.81379
#MPA, Kmeans, Cmeans
2.84172,3.469,1.98119
#MPA, Kmeans, Cmeans
3.24474,2.23295,1.77093
#MPA, Kmeans, Cmeans
4.16442,2.58075,1.27222
#MPA, Kmeans, Cmeans
2.31878,3.8515,2.71247
#MPA, Kmeans, Cmeans
2.47065,1.52148,1.73269
#MPA, Kmeans, Cmeans
1.88944,2.89033,7.54059
#MPA, Kmeans, Cmeans
3.34152,1.21821,1.22821
#MPA, Kmeans, Cmeans
3.13264,2.71242,1.73301
#MPA, Kmeans, Cmeans
2.44451,1.72982,2.39639
