#MPA, Kmeans, Cmeans
175.037,163.114,164.116
#MPA, Kmeans, Cmeans
174.543,163.114,165.458
#MPA, Kmeans, Cmeans
174.566,165.656,143.722
#MPA, Kmeans, Cmeans
178.572,148.601,166.804
#MPA, Kmeans, Cmeans
175.209,134.5,162.795
#MPA, Kmeans, Cmeans
175.053,134.5,143.501
#MPA, Kmeans, Cmeans
176.553,165.374,169.184
#MPA, Kmeans, Cmeans
169.376,165.773,152.937
#MPA, Kmeans, Cmeans
175.218,163.114,164.567
#MPA, Kmeans, Cmeans
176.319,163.114,165.101
