#MPA, Kmeans, Cmeans
0.836779,0.713915,0.873736
#MPA, Kmeans, Cmeans
0.793826,0.867919,0.873736
#MPA, Kmeans, Cmeans
0.919463,0.94953,0.873736
#MPA, Kmeans, Cmeans
0.94953,0.873736,0.873736
#MPA, Kmeans, Cmeans
0.836779,0.867919,0.873736
#MPA, Kmeans, Cmeans
0.736376,0.94953,0.713915
#MPA, Kmeans, Cmeans
0.879732,0.873736,0.885906
#MPA, Kmeans, Cmeans
0.80528,0.703982,0.713915
#MPA, Kmeans, Cmeans
0.714899,0.836779,0.867919
#MPA, Kmeans, Cmeans
0.919463,0.879732,0.602058
