#MPA, Kmeans, Cmeans
0.53255,0.872088,0.872088
#MPA, Kmeans, Cmeans
0.53255,0.866036,0.872088
#MPA, Kmeans, Cmeans
0.53255,0.863029,0.819401
#MPA, Kmeans, Cmeans
0.53255,0.860034,0.872088
#MPA, Kmeans, Cmeans
0.53255,0.866036,0.813795
#MPA, Kmeans, Cmeans
0.53255,0.566697,0.875133
#MPA, Kmeans, Cmeans
0.53255,0.866036,0.75539
#MPA, Kmeans, Cmeans
0.53255,0.875133,0.872088
#MPA, Kmeans, Cmeans
0.53255,0.71206,0.87819
#MPA, Kmeans, Cmeans
0.53255,0.869056,0.872088
