0,0.534545
1,0.507879
2,0.502222
3,0.502222
4,0.502222
5,0.502222
6,0.52404
7,0.52404
8,0.52404
9,0.52404
10,0.52404
11,0.52404
12,0.52404
13,0.52404
14,0.519394
15,0.519394
16,0.519394
17,0.519394
18,0.519394
19,0.519394
20,0.519394
21,0.519394
22,0.519394
23,0.519394
24,0.519394
25,0.507879
26,0.507879
27,0.507879
28,0.498182
29,0.507879
30,0.507879
31,0.507879
32,0.507879
33,0.507879
34,0.507879
35,0.507879
36,0.507879
37,0.507879
38,0.507879
39,0.507879
40,0.507879
41,0.504848
42,0.504848
43,0.495152
44,0.495152
45,0.495152
46,0.495152
47,0.495152
48,0.495152
49,0.495152
50,0.495152
51,0.495152
52,0.495152
53,0.495152
54,0.495152
55,0.495152
56,0.495152
57,0.495152
58,0.495152
59,0.495152
60,0.495152
61,0.495152
62,0.495152
63,0.495152
64,0.495152
65,0.495152
66,0.495152
67,0.495152
68,0.495152
69,0.495152
70,0.495152
71,0.495152
72,0.495152
73,0.495152
74,0.495152
75,0.495152
76,0.495152
77,0.495152
78,0.495152
79,0.495152
80,0.495152
81,0.495152
82,0.495152
83,0.495152
84,0.495152
85,0.495152
86,0.495152
87,0.495152
88,0.495152
89,0.495152
90,0.495152
91,0.498182
92,0.498182
93,0.515152
94,0.515152
95,0.515152
96,0.515152
97,0.515152
98,0.515152
99,0.515152
100,0.515152
101,0.515152
102,0.515152
103,0.515152
104,0.515152
105,0.515152
106,0.515152
107,0.515152
108,0.515152
109,0.515152
110,0.515152
111,0.496768
112,0.496768
113,0.496768
114,0.496768
115,0.496768
116,0.496768
117,0.496768
118,0.496768
119,0.496768
120,0.496768
121,0.496768
122,0.496768
123,0.496768
124,0.496768
125,0.496768
126,0.496768
127,0.496768
128,0.496768
129,0.496768
130,0.496768
131,0.496768
132,0.496768
133,0.496768
134,0.496768
135,0.496768
136,0.496768
137,0.496768
138,0.496768
139,0.496768
140,0.496768
141,0.496768
142,0.496768
143,0.496768
144,0.496768
145,0.496768
146,0.496768
147,0.496768
148,0.496768
149,0.496768
150,0.496768
151,0.496768
152,0.496768
153,0.496768
154,0.496768
155,0.496768
156,0.496768
157,0.496768
158,0.496768
159,0.496768
160,0.496768
161,0.496768
162,0.496768
163,0.496768
164,0.496768
165,0.496768
166,0.496768
167,0.496768
168,0.496768
169,0.496768
170,0.496768
171,0.496768
172,0.496768
173,0.496768
174,0.496768
175,0.496768
176,0.496768
177,0.496768
178,0.496768
179,0.496768
180,0.496768
181,0.496768
182,0.496768
183,0.496768
184,0.496768
185,0.496768
186,0.496768
187,0.496768
188,0.496768
189,0.496768
190,0.496768
191,0.496768
192,0.496768
193,0.496768
194,0.496768
195,0.496768
196,0.496768
197,0.496768
198,0.496768
199,0.496768
200,0.496768
201,0.496768
202,0.496768
203,0.496768
204,0.496768
205,0.496768
206,0.496768
207,0.496768
208,0.496768
209,0.496768
210,0.496768
211,0.496768
212,0.496768
213,0.496768
214,0.496768
215,0.496768
216,0.496768
217,0.496768
218,0.496768
219,0.496768
220,0.496768
221,0.496768
222,0.496768
223,0.496768
224,0.496768
225,0.496768
226,0.496768
227,0.496768
228,0.496768
229,0.496768
230,0.496768
231,0.496768
232,0.496768
233,0.496768
234,0.496768
235,0.496768
236,0.496768
237,0.496768
238,0.496768
239,0.496768
240,0.496768
241,0.496768
242,0.496768
243,0.496768
244,0.496768
245,0.496768
246,0.496768
247,0.496768
248,0.496768
249,0.496768
250,0.496768
251,0.496768
252,0.496768
253,0.496768
254,0.496768
255,0.496768
256,0.496768
257,0.496768
258,0.5
259,0.5
260,0.5
261,0.5
262,0.5
263,0.5
264,0.5
