#MPA, Kmeans, Cmeans
0.721342,0.87819,0.827904
#MPA, Kmeans, Cmeans
0.628332,0.866036,0.566697
#MPA, Kmeans, Cmeans
0.516832,0.80273,0.872088
#MPA, Kmeans, Cmeans
0.501015,0.816592,0.875133
#MPA, Kmeans, Cmeans
0.499802,0.866036,0.499802
#MPA, Kmeans, Cmeans
0.510297,0.890542,0.674819
#MPA, Kmeans, Cmeans
0.719003,0.825058,0.781195
#MPA, Kmeans, Cmeans
0.524072,0.866036,0.872088
#MPA, Kmeans, Cmeans
0.662529,0.80273,0.875133
#MPA, Kmeans, Cmeans
0.5038,0.750377,0.875133
