#MPA, Kmeans, Cmeans
0.674382,0.818718,0.813128
#MPA, Kmeans, Cmeans
0.746179,0.805311,0.766355
#MPA, Kmeans, Cmeans
0.67757,0.74382,0.785047
#MPA, Kmeans, Cmeans
0.593065,0.71408,0.81863
#MPA, Kmeans, Cmeans
0.648878,0.733252,0.786837
#MPA, Kmeans, Cmeans
0.723819,0.717574,0.798672
#MPA, Kmeans, Cmeans
0.761508,0.802341,0.816578
#MPA, Kmeans, Cmeans
0.717006,0.722989,0.829854
#MPA, Kmeans, Cmeans
0.662503,0.800157,0.824526
#MPA, Kmeans, Cmeans
0.6294,0.722989,0.743515
