#MPA, Kmeans, Cmeans
2.08216,0.566721,0.68444
#MPA, Kmeans, Cmeans
2.08234,0.669243,0.542797
#MPA, Kmeans, Cmeans
2.76135,0.566688,0.55008
#MPA, Kmeans, Cmeans
1.83679,0.566688,0.698666
#MPA, Kmeans, Cmeans
2.24312,1.30713,1.5625
#MPA, Kmeans, Cmeans
1.88502,0.578233,0.682492
#MPA, Kmeans, Cmeans
2.0558,1.10098,0.990183
#MPA, Kmeans, Cmeans
2.25122,0.585061,0.617169
#MPA, Kmeans, Cmeans
2.01231,0.88483,0.544118
#MPA, Kmeans, Cmeans
2.02704,0.702614,0.750911
