#MPA, Kmeans, Cmeans
0.491402,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.405566,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.502398,0.616574,0.609076
#MPA, Kmeans, Cmeans
0.504586,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.444465,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.557495,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.550289,0.616574,0.616574
#MPA, Kmeans, Cmeans
0.545515,0.600652,0.616574
#MPA, Kmeans, Cmeans
0.526952,0.616574,0.609076
#MPA, Kmeans, Cmeans
0.560614,0.616574,0.616574
