#MPA, Kmeans, Cmeans
1.06332,1.38549,1.82089
#MPA, Kmeans, Cmeans
1.37682,1.74938,1.72353
#MPA, Kmeans, Cmeans
1.09086,2.05336,1.78907
#MPA, Kmeans, Cmeans
1.38735,1.6741,1.59578
#MPA, Kmeans, Cmeans
1.06309,1.44989,1.1554
#MPA, Kmeans, Cmeans
1.08734,1.65336,1.87705
#MPA, Kmeans, Cmeans
1.38735,1.20077,1.75492
#MPA, Kmeans, Cmeans
1.07204,4.16783,1.37081
#MPA, Kmeans, Cmeans
1.08734,2.20867,3.28016
#MPA, Kmeans, Cmeans
1.08614,1.29804,2.2214
