#MPA, Kmeans, Cmeans
71.8724,87.814,93.9188
#MPA, Kmeans, Cmeans
117.975,87.814,94.4491
#MPA, Kmeans, Cmeans
89.886,87.814,93.8679
#MPA, Kmeans, Cmeans
91.8129,88.1874,93.8826
#MPA, Kmeans, Cmeans
90.0098,87.8687,93.8679
#MPA, Kmeans, Cmeans
89.2008,87.9321,93.8679
#MPA, Kmeans, Cmeans
91.3721,88.1874,93.8679
#MPA, Kmeans, Cmeans
97.8387,88.1874,94.0015
#MPA, Kmeans, Cmeans
103.756,88.1983,93.9188
#MPA, Kmeans, Cmeans
93.2452,88.233,93.8599
