#MPA, Kmeans, Cmeans
0.148191,0.156264,0.195475
#MPA, Kmeans, Cmeans
0.151799,0.166046,0.129908
#MPA, Kmeans, Cmeans
0.119211,0.125698,0.187571
#MPA, Kmeans, Cmeans
0.138108,0.107331,0.134271
#MPA, Kmeans, Cmeans
0.148191,0.152433,0.135238
#MPA, Kmeans, Cmeans
0.135197,0.0997353,0.208097
#MPA, Kmeans, Cmeans
0.138108,0.152078,0.19508
#MPA, Kmeans, Cmeans
0.122371,0.058826,0.156222
#MPA, Kmeans, Cmeans
0.135197,0.218926,0.0953133
#MPA, Kmeans, Cmeans
0.10919,0.160243,0.119457
