#MPA, Kmeans, Cmeans
0.683331,0.764139,0.710404
#MPA, Kmeans, Cmeans
0.723837,0.817669,0.764549
#MPA, Kmeans, Cmeans
0.711942,0.838486,0.896119
#MPA, Kmeans, Cmeans
0.706917,0.855202,0.796749
#MPA, Kmeans, Cmeans
0.731939,0.908886,0.752448
#MPA, Kmeans, Cmeans
0.748654,0.908322,0.80444
#MPA, Kmeans, Cmeans
0.717069,0.766292,0.774291
#MPA, Kmeans, Cmeans
0.702302,0.754345,0.791314
#MPA, Kmeans, Cmeans
0.711532,0.762498,0.823207
#MPA, Kmeans, Cmeans
0.733682,0.874942,0.754602
