#MPA, Kmeans, Cmeans
1.45644,1.33014,1.24494
#MPA, Kmeans, Cmeans
1.66815,1.32528,1.50291
#MPA, Kmeans, Cmeans
1.56359,1.33004,1.58626
#MPA, Kmeans, Cmeans
1.77621,1.47057,1.24022
#MPA, Kmeans, Cmeans
1.82606,1.32806,1.25841
#MPA, Kmeans, Cmeans
1.59254,1.33386,1.26246
#MPA, Kmeans, Cmeans
1.83578,1.33014,1.25497
#MPA, Kmeans, Cmeans
1.91826,1.66068,1.25091
#MPA, Kmeans, Cmeans
1.52807,1.33732,1.24643
#MPA, Kmeans, Cmeans
1.73995,1.33014,1.23915
