#MPA, Kmeans, Cmeans
61.6792,69.3965,68.3072
#MPA, Kmeans, Cmeans
62.4542,69.3965,73.6958
#MPA, Kmeans, Cmeans
62.7919,69.0878,72.3204
#MPA, Kmeans, Cmeans
62.2245,69.4807,71.281
#MPA, Kmeans, Cmeans
61.5941,69.5734,74.4314
#MPA, Kmeans, Cmeans
62.5396,69.3965,73.8396
#MPA, Kmeans, Cmeans
60.7095,69.4072,73.9844
#MPA, Kmeans, Cmeans
61.7795,69.4072,68.5728
#MPA, Kmeans, Cmeans
61.065,69.3965,65.1289
#MPA, Kmeans, Cmeans
61.1347,53.6551,72.3609
