#MPA, Kmeans, Cmeans
0.666646,0.663237,0.663363
#MPA, Kmeans, Cmeans
0.666646,0.663237,0.665383
#MPA, Kmeans, Cmeans
0.666646,0.663237,0.663363
#MPA, Kmeans, Cmeans
0.666646,0.663237,0.663363
#MPA, Kmeans, Cmeans
0.666646,0.663237,0.664121
#MPA, Kmeans, Cmeans
0.666646,0.481568,0.664373
#MPA, Kmeans, Cmeans
0.666646,0.666583,0.665068
#MPA, Kmeans, Cmeans
0.666646,0.665636,0.666519
#MPA, Kmeans, Cmeans
0.666646,0.664752,0.663363
#MPA, Kmeans, Cmeans
0.666646,0.665636,0.662984
