#MPA, Kmeans, Cmeans
0.749974,0.623967,0.657025
#MPA, Kmeans, Cmeans
0.749974,0.739363,0.728344
#MPA, Kmeans, Cmeans
0.749974,0.736302,0.736915
#MPA, Kmeans, Cmeans
0.749974,0.735078,0.594582
#MPA, Kmeans, Cmeans
0.749974,0.736864,0.748342
#MPA, Kmeans, Cmeans
0.749974,0.739465,0.612335
#MPA, Kmeans, Cmeans
0.749974,0.637435,0.60805
#MPA, Kmeans, Cmeans
0.749974,0.639323,0.601112
#MPA, Kmeans, Cmeans
0.749974,0.74171,0.730181
#MPA, Kmeans, Cmeans
0.749974,0.7387,0.704877
