#MPA, Kmeans, Cmeans
0.874598,1.03382,1.01231
#MPA, Kmeans, Cmeans
0.792426,2.27204,1.07938
#MPA, Kmeans, Cmeans
0.782485,1.1546,1.04397
#MPA, Kmeans, Cmeans
0.809778,1.13411,0.757838
#MPA, Kmeans, Cmeans
0.830774,1.13411,1.03997
#MPA, Kmeans, Cmeans
0.806862,1.14729,1.54875
#MPA, Kmeans, Cmeans
0.809704,1.15557,1.06565
#MPA, Kmeans, Cmeans
0.776941,1.17326,1.08117
#MPA, Kmeans, Cmeans
0.772632,1.21693,1.03997
#MPA, Kmeans, Cmeans
0.814896,1.14362,1.03997
