#MPA, Kmeans, Cmeans
35.7944,37.9023,55.7429
#MPA, Kmeans, Cmeans
35.4551,32.2075,46.6866
#MPA, Kmeans, Cmeans
35.4854,44.4203,56.6397
#MPA, Kmeans, Cmeans
35.0857,53.9892,57.164
#MPA, Kmeans, Cmeans
35.8341,41.8761,40.6149
#MPA, Kmeans, Cmeans
35.6233,44.3694,45.5844
#MPA, Kmeans, Cmeans
36.6704,50.2213,33.8442
#MPA, Kmeans, Cmeans
35.4007,55.8748,61.7426
#MPA, Kmeans, Cmeans
35.8465,40.3945,58.3952
#MPA, Kmeans, Cmeans
35.6031,49.9712,57.6772
