#MPA, Kmeans, Cmeans
74.8413,153.936,158.552
#MPA, Kmeans, Cmeans
67.699,164.059,161.824
#MPA, Kmeans, Cmeans
85.4244,164.059,159.533
#MPA, Kmeans, Cmeans
68.2374,148.478,163.966
#MPA, Kmeans, Cmeans
72.5445,106.266,66.2496
#MPA, Kmeans, Cmeans
42.3551,133.549,161.321
#MPA, Kmeans, Cmeans
61.7722,94.2825,162.358
#MPA, Kmeans, Cmeans
74.0151,160.35,161.326
#MPA, Kmeans, Cmeans
63.083,92.24,142.886
#MPA, Kmeans, Cmeans
72.2745,158.996,163.627
