#MPA, Kmeans, Cmeans
0.851544,0.873736,0.885906
#MPA, Kmeans, Cmeans
0.851544,0.873736,0.873736
#MPA, Kmeans, Cmeans
0.856823,0.885906,0.712841
#MPA, Kmeans, Cmeans
0.879732,0.715078,0.873736
#MPA, Kmeans, Cmeans
0.867919,0.712841,0.873736
#MPA, Kmeans, Cmeans
0.856823,0.712841,0.712573
#MPA, Kmeans, Cmeans
0.867919,0.867919,0.885906
#MPA, Kmeans, Cmeans
0.856823,0.879732,0.707114
#MPA, Kmeans, Cmeans
0.851544,0.873736,0.879732
#MPA, Kmeans, Cmeans
0.885906,0.873736,0.879732
