#MPA, Kmeans, Cmeans
329.257,294.898,306.065
#MPA, Kmeans, Cmeans
331.957,295.112,306.065
#MPA, Kmeans, Cmeans
327.741,295.112,306.065
#MPA, Kmeans, Cmeans
322.832,294.898,307.096
#MPA, Kmeans, Cmeans
326.375,294.898,306.887
#MPA, Kmeans, Cmeans
334.927,294.898,306.065
#MPA, Kmeans, Cmeans
330.06,294.898,306.065
#MPA, Kmeans, Cmeans
325.071,295.112,306.065
#MPA, Kmeans, Cmeans
325.556,294.898,306.096
#MPA, Kmeans, Cmeans
325.96,294.898,307.445
