#MPA, Kmeans, Cmeans
0.495152,0.494949,0.495152
#MPA, Kmeans, Cmeans
0.495152,0.546667,0.494949
#MPA, Kmeans, Cmeans
0.495152,0.495152,0.504848
#MPA, Kmeans, Cmeans
0.495152,0.495152,0.664848
#MPA, Kmeans, Cmeans
0.495152,0.494949,0.494949
#MPA, Kmeans, Cmeans
0.495152,0.495152,0.560404
#MPA, Kmeans, Cmeans
0.495152,0.495152,0.494949
#MPA, Kmeans, Cmeans
0.495152,0.529091,0.495152
#MPA, Kmeans, Cmeans
0.495152,0.494949,0.495152
#MPA, Kmeans, Cmeans
0.495152,0.495152,0.494949
