#MPA, Kmeans, Cmeans
0.5,0.496528,0.5
#MPA, Kmeans, Cmeans
0.5,0.486111,0.5
#MPA, Kmeans, Cmeans
0.5,0.493827,0.481096
#MPA, Kmeans, Cmeans
0.5,0.499614,0.486111
#MPA, Kmeans, Cmeans
0.5,0.499614,0.486111
#MPA, Kmeans, Cmeans
0.5,0.481096,0.486111
#MPA, Kmeans, Cmeans
0.5,0.486111,0.496528
#MPA, Kmeans, Cmeans
0.5,0.499614,0.493827
#MPA, Kmeans, Cmeans
0.5,0.499614,0.498457
#MPA, Kmeans, Cmeans
0.5,0.486111,0.486111
