#MPA, Kmeans, Cmeans
53.4353,39.27,44.2345
#MPA, Kmeans, Cmeans
59.3969,39.8083,42.9257
#MPA, Kmeans, Cmeans
62.1023,40.7318,45.2006
#MPA, Kmeans, Cmeans
54.6672,52.22,44.7194
#MPA, Kmeans, Cmeans
55.741,51.3888,66.0106
#MPA, Kmeans, Cmeans
62.3387,39.9262,40.8199
#MPA, Kmeans, Cmeans
55.2915,39.0429,46.7091
#MPA, Kmeans, Cmeans
53.065,38.5966,42.1979
#MPA, Kmeans, Cmeans
56.4386,31.5308,33.1161
#MPA, Kmeans, Cmeans
52.8117,36.5772,42.7035
