#MPA, Kmeans, Cmeans
0.639989,0.672283,0.677899
#MPA, Kmeans, Cmeans
0.631828,0.662323,0.722478
#MPA, Kmeans, Cmeans
0.603528,0.671888,0.644114
#MPA, Kmeans, Cmeans
0.617744,0.691677,0.718968
#MPA, Kmeans, Cmeans
0.637181,0.665175,0.72533
#MPA, Kmeans, Cmeans
0.638761,0.664473,0.732789
#MPA, Kmeans, Cmeans
0.620947,0.667018,0.683603
#MPA, Kmeans, Cmeans
0.614716,0.685402,0.734149
#MPA, Kmeans, Cmeans
0.637181,0.724672,0.698083
#MPA, Kmeans, Cmeans
0.629942,0.66421,0.722654
