#MPA, Kmeans, Cmeans
0.226423,0.663237,0.662984
#MPA, Kmeans, Cmeans
0.661028,0.663237,0.665068
#MPA, Kmeans, Cmeans
0.409797,0.663237,0.662984
#MPA, Kmeans, Cmeans
0.402033,0.665762,0.662984
#MPA, Kmeans, Cmeans
0.396856,0.663868,0.662984
#MPA, Kmeans, Cmeans
0.396856,0.663868,0.662984
#MPA, Kmeans, Cmeans
0.399697,0.665762,0.662984
#MPA, Kmeans, Cmeans
0.430438,0.665762,0.663553
#MPA, Kmeans, Cmeans
0.470711,0.665257,0.662984
#MPA, Kmeans, Cmeans
0.428292,0.664752,0.663237
