#MPA, Kmeans, Cmeans
145.898,134.905,149.533
#MPA, Kmeans, Cmeans
132.389,142.288,186.494
#MPA, Kmeans, Cmeans
82.7882,134.905,149.378
#MPA, Kmeans, Cmeans
107.494,134.905,198.086
#MPA, Kmeans, Cmeans
187.271,98.442,142.224
#MPA, Kmeans, Cmeans
116.199,86.4111,182.137
#MPA, Kmeans, Cmeans
124.952,108.917,124.56
#MPA, Kmeans, Cmeans
154.024,134.905,131.91
#MPA, Kmeans, Cmeans
95.3372,79.8074,161.149
#MPA, Kmeans, Cmeans
143.097,134.905,148.341
