#MPA, Kmeans, Cmeans
0.0879656,1.33014,1.15598
#MPA, Kmeans, Cmeans
0.0546696,1.33014,1.23481
#MPA, Kmeans, Cmeans
0.08658,1.32731,1.24459
#MPA, Kmeans, Cmeans
8.81781e-09,1.32933,1.2952
#MPA, Kmeans, Cmeans
0.0940791,1.33679,1.23626
#MPA, Kmeans, Cmeans
1.17558e-07,1.33014,1.23348
#MPA, Kmeans, Cmeans
0.0670201,1.33004,1.25207
#MPA, Kmeans, Cmeans
0.945637,1.33004,1.27705
#MPA, Kmeans, Cmeans
0.0828941,1.33014,1.40254
#MPA, Kmeans, Cmeans
0.0838399,1.61468,1.23283
