#MPA, Kmeans, Cmeans
0.560273,0.276068,0.269057
#MPA, Kmeans, Cmeans
0.545474,0.529944,0.241524
#MPA, Kmeans, Cmeans
0.605802,0.276068,0.269671
#MPA, Kmeans, Cmeans
0.605802,0.276068,0.235732
#MPA, Kmeans, Cmeans
0.215613,0.357594,0.291289
#MPA, Kmeans, Cmeans
0.605802,0.211923,0.236675
#MPA, Kmeans, Cmeans
0.605802,0.332117,0.338483
#MPA, Kmeans, Cmeans
0.545474,0.276068,0.319381
#MPA, Kmeans, Cmeans
0.605802,0.214749,0.18863
#MPA, Kmeans, Cmeans
0.545474,0.276068,0.276068
