#MPA, Kmeans, Cmeans
115.893,294.852,254.46
#MPA, Kmeans, Cmeans
120.552,264.397,307.285
#MPA, Kmeans, Cmeans
98.3895,295.112,303.543
#MPA, Kmeans, Cmeans
124.978,295.112,255.295
#MPA, Kmeans, Cmeans
109.303,160.384,113.907
#MPA, Kmeans, Cmeans
139.034,289.95,261.231
#MPA, Kmeans, Cmeans
115.264,157.871,198.736
#MPA, Kmeans, Cmeans
119.227,286.827,279.91
#MPA, Kmeans, Cmeans
118.806,194.829,306.979
#MPA, Kmeans, Cmeans
135.032,244.867,226.928
