#MPA, Kmeans, Cmeans
0.165289,0.738751,0.722222
#MPA, Kmeans, Cmeans
0.122692,0.738751,0.723855
#MPA, Kmeans, Cmeans
0.205336,0.736711,0.721355
#MPA, Kmeans, Cmeans
0.0959086,0.738445,0.718702
#MPA, Kmeans, Cmeans
0.113866,0.736251,0.736609
#MPA, Kmeans, Cmeans
0.104938,0.738751,0.723855
#MPA, Kmeans, Cmeans
0.113866,0.738751,0.736711
#MPA, Kmeans, Cmeans
0.150648,0.738751,0.716611
#MPA, Kmeans, Cmeans
0.0867769,0.738751,0.697633
#MPA, Kmeans, Cmeans
0.0959086,0.554688,0.70702
