#MPA, Kmeans, Cmeans
0.620784,0.291289,0.264716
#MPA, Kmeans, Cmeans
0.620784,0.276068,0.288134
#MPA, Kmeans, Cmeans
0.620784,0.276068,0.276068
#MPA, Kmeans, Cmeans
0.620784,0.276068,0.310567
#MPA, Kmeans, Cmeans
0.620784,0.276068,0.267035
#MPA, Kmeans, Cmeans
0.620784,0.276068,0.334095
#MPA, Kmeans, Cmeans
0.620784,0.276068,0.309926
#MPA, Kmeans, Cmeans
0.620784,0.307166,0.345423
#MPA, Kmeans, Cmeans
0.620784,0.276068,0.276917
#MPA, Kmeans, Cmeans
0.620784,0.277486,0.267035
