#MPA, Kmeans, Cmeans
2.41021,1.7578,1.584
#MPA, Kmeans, Cmeans
1.64868,1.69465,1.63895
#MPA, Kmeans, Cmeans
1.91426,3.57079,1.47433
#MPA, Kmeans, Cmeans
1.77637,2.96617,1.55551
#MPA, Kmeans, Cmeans
1.84271,1.7251,1.69421
#MPA, Kmeans, Cmeans
2.01157,1.67216,1.67223
#MPA, Kmeans, Cmeans
2.19577,1.71759,1.48998
#MPA, Kmeans, Cmeans
1.80002,1.82295,1.6628
#MPA, Kmeans, Cmeans
1.93762,2.22565,2.14669
#MPA, Kmeans, Cmeans
2.07507,1.8127,1.59153
