#MPA, Kmeans, Cmeans
0.391494,0.275857,0.271173
#MPA, Kmeans, Cmeans
0.285482,0.283066,0.307239
#MPA, Kmeans, Cmeans
0.39557,0.40176,0.250342
#MPA, Kmeans, Cmeans
0.304717,0.422471,0.210664
#MPA, Kmeans, Cmeans
0.400984,0.41661,0.324693
#MPA, Kmeans, Cmeans
0.339067,0.377674,0.345916
#MPA, Kmeans, Cmeans
0.156279,0.298932,0.280139
#MPA, Kmeans, Cmeans
0.294758,0.414336,0.287042
#MPA, Kmeans, Cmeans
0.33401,0.303245,0.244741
#MPA, Kmeans, Cmeans
0.399223,0.414336,0.407571
